referrer,views_total,views_unique
Google,18516,12043
github.com,4820,1844
agpt.co,2215,1101
docs.agpt.co,1693,587
Bing,1116,535
youtube.com,502,201
facebook.com,451,447
chatgpt.com,422,193
futurepedia.io,336,242
aixploria.com,297,219
