time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-03-06 00:00:00+00:00,2116,556,6797,3808
2025-03-07 00:00:00+00:00,1387,501,7550,3707
2025-03-08 00:00:00+00:00,500,298,5134,2404
2025-03-09 00:00:00+00:00,502,301,5496,2659
2025-03-10 00:00:00+00:00,1004,528,8194,4104
2025-03-11 00:00:00+00:00,1812,428,8076,3968
2025-03-12 00:00:00+00:00,1509,435,6446,3314
2025-03-13 00:00:00+00:00,1125,517,6232,2941
2025-03-14 00:00:00+00:00,1314,446,5818,2895
2025-03-15 00:00:00+00:00,437,258,3526,1697
2025-03-16 00:00:00+00:00,584,290,3626,1725
2025-03-17 00:00:00+00:00,1008,445,5198,2791
2025-03-18 00:00:00+00:00,1181,397,5620,2787
2025-03-19 00:00:00+00:00,1918,420,4953,2538
