referrer,views_total,views_unique
github.com,6708,3559
Google,5949,3840
agpt.co,4718,2858
chatgpt.com,1684,974
Bing,626,366
doubao.com,252,122
aixploria.com,158,112
Baidu,156,85
futurepedia.io,113,96
linkedin.com,107,81
