referrer,views_total,views_unique
Google,10549,6329
agpt.co,4510,2507
github.com,4288,1930
chatgpt.com,2341,1368
docs.agpt.co,822,347
Bing,783,362
youtube.com,315,114
futurepedia.io,275,173
link.zhihu.com,224,124
cn.bing.com,219,91
