referrer,views_total,views_unique
Google,16630,9327
github.com,4742,2184
agpt.co,3593,1847
chatgpt.com,2096,1052
Bing,1167,539
docs.agpt.co,984,331
aixploria.com,604,389
youtube.com,523,174
link.zhihu.com,379,189
search.brave.com,306,150
