referrer,views_total,views_unique
Google,63526,20479
github.com,20620,4606
docs.agpt.co,5764,916
news.agpt.co,5303,1466
youtube.com,4369,980
Bing,3683,972
DuckDuckGo,1314,392
link.zhihu.com,1224,445
lilianweng.github.io,813,273
lablab.ai,707,224
