referrer,views_total,views_unique
Google,17374,9171
github.com,5397,2231
agpt.co,3413,1769
chatgpt.com,1339,662
docs.agpt.co,1005,332
Bing,940,447
aixploria.com,489,365
futurepedia.io,396,291
youtube.com,392,160
search.brave.com,357,168
