referrer,views_total,views_unique
github.com,6519,3813
Google,2420,1928
agpt.co,1264,756
chatgpt.com,623,383
Bing,403,222
aixploria.com,225,129
doubao.com,90,49
t.co,82,70
futurepedia.io,74,58
link.zhihu.com,74,43
