referrer,views_total,views_unique
github.com,8430,4750
Google,2937,2279
agpt.co,2393,1362
chatgpt.com,741,464
Bing,478,261
aixploria.com,223,157
t.co,172,146
futurepedia.io,136,90
doubao.com,133,69
DuckDuckGo,80,55
