time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-11-02 00:00:00+00:00,821,601,17050,4299
2023-11-03 00:00:00+00:00,2237,621,14580,3913
2023-11-04 00:00:00+00:00,679,492,11021,2460
2023-11-05 00:00:00+00:00,603,436,11346,2648
2023-11-06 00:00:00+00:00,894,549,16144,4258
2023-11-07 00:00:00+00:00,1147,688,16402,4390
2023-11-08 00:00:00+00:00,854,598,16442,4901
2023-11-09 00:00:00+00:00,735,557,16088,4597
2023-11-10 00:00:00+00:00,695,573,14112,3940
2023-11-11 00:00:00+00:00,611,442,10554,2555
2023-11-12 00:00:00+00:00,594,424,10125,2545
2023-11-13 00:00:00+00:00,720,540,15242,4046
2023-11-14 00:00:00+00:00,712,537,15104,4219
2023-11-15 00:00:00+00:00,705,537,14094,3860
