referrer,views_total,views_unique
Google,8802,5418
agpt.co,4532,2473
github.com,3932,1665
chatgpt.com,2425,1451
Bing,646,292
docs.agpt.co,483,172
futurepedia.io,243,158
search.brave.com,202,104
DuckDuckGo,141,93
link.zhihu.com,135,86
