referrer,views_total,views_unique
Google,17763,10881
github.com,5337,1874
agpt.co,2058,1079
docs.agpt.co,1724,535
Bing,965,511
youtube.com,571,203
chatgpt.com,569,266
futurepedia.io,375,274
aixploria.com,322,236
DuckDuckGo,303,151
