referrer,views_total,views_unique
Google,13902,7313
github.com,5996,2562
agpt.co,2854,1474
chatgpt.com,957,433
Bing,853,398
docs.agpt.co,776,291
dofinedi.com,662,458
aixploria.com,462,299
m.facebook.com,434,324
youtube.com,434,186
