time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-03-01 00:00:00+00:00,536,247,3108,1413
2025-03-02 00:00:00+00:00,859,290,3033,1577
2025-03-03 00:00:00+00:00,974,365,4238,2433
2025-03-04 00:00:00+00:00,880,333,5043,2580
2025-03-05 00:00:00+00:00,2473,460,5412,2819
2025-03-06 00:00:00+00:00,2116,556,6797,3808
2025-03-07 00:00:00+00:00,1387,501,7550,3707
2025-03-08 00:00:00+00:00,500,298,5134,2404
2025-03-09 00:00:00+00:00,502,301,5496,2659
2025-03-10 00:00:00+00:00,1004,528,8194,4104
2025-03-11 00:00:00+00:00,1812,428,8076,3968
2025-03-12 00:00:00+00:00,1509,435,6446,3314
2025-03-13 00:00:00+00:00,1125,517,6232,2941
2025-03-14 00:00:00+00:00,1243,408,5570,2791
