time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-01-18 00:00:00+00:00,1349,1037,10925,3428
2024-01-19 00:00:00+00:00,1226,754,9781,3172
2024-01-20 00:00:00+00:00,807,622,6207,1963
2024-01-21 00:00:00+00:00,815,670,6538,1982
2024-01-22 00:00:00+00:00,1375,1064,9990,3071
2024-01-23 00:00:00+00:00,880,698,10409,3391
2024-01-24 00:00:00+00:00,844,684,9954,3215
2024-01-25 00:00:00+00:00,1343,1064,9850,3085
2024-01-26 00:00:00+00:00,849,704,9130,2967
2024-01-27 00:00:00+00:00,811,662,5993,1791
2024-01-28 00:00:00+00:00,813,648,5671,1899
2024-01-29 00:00:00+00:00,1451,1130,9914,3334
2024-01-30 00:00:00+00:00,2606,748,10341,3422
2024-01-31 00:00:00+00:00,862,652,9113,2984
