referrer,views_total,views_unique
Google,15267,8856
github.com,5135,2236
agpt.co,4264,2184
chatgpt.com,2076,1165
Bing,888,473
docs.agpt.co,770,276
youtube.com,373,141
cn.bing.com,345,191
link.zhihu.com,339,198
search.brave.com,330,148
