time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-04-16 00:00:00+00:00,935,340,4436,2118
2025-04-17 00:00:00+00:00,716,421,3972,2121
2025-04-18 00:00:00+00:00,1115,315,3662,1852
2025-04-19 00:00:00+00:00,458,224,2840,1362
2025-04-20 00:00:00+00:00,264,181,2681,1254
2025-04-21 00:00:00+00:00,927,381,4146,1984
2025-04-22 00:00:00+00:00,599,275,4285,2254
2025-04-23 00:00:00+00:00,867,380,8760,2297
2025-04-24 00:00:00+00:00,1247,450,5422,2430
2025-04-25 00:00:00+00:00,762,353,4097,2030
2025-04-26 00:00:00+00:00,504,237,2703,1310
2025-04-27 00:00:00+00:00,440,245,3448,1547
2025-04-28 00:00:00+00:00,1404,424,4216,2213
2025-04-29 00:00:00+00:00,457,229,3522,1834
