referrer,views_total,views_unique
Google,14604,8844
github.com,4860,2046
agpt.co,4269,2325
chatgpt.com,2057,1162
Bing,846,468
docs.agpt.co,784,241
link.zhihu.com,370,188
youtube.com,362,134
cn.bing.com,354,186
search.brave.com,312,146
