referrer,views_total,views_unique
Google,23812,12346
github.com,7540,1907
docs.agpt.co,3715,650
Bing,1344,526
news.agpt.co,1089,540
DuckDuckGo,740,128
youtube.com,529,163
cn.bing.com,485,189
link.zhihu.com,443,272
search.brave.com,329,144
