referrer,views_total,views_unique
github.com,5438,2645
Google,4715,3041
agpt.co,3826,2284
chatgpt.com,970,506
Bing,423,208
namu.wiki,210,176
aixploria.com,177,131
futurepedia.io,150,99
DuckDuckGo,101,66
search.brave.com,99,60
