referrer,views_total,views_unique
github.com,6455,3738
Google,2431,1828
agpt.co,1532,939
chatgpt.com,713,468
Bing,410,213
aixploria.com,216,134
DuckDuckGo,100,49
futurepedia.io,91,68
t.co,85,73
doubao.com,73,48
