referrer,views_total,views_unique
Google,9916,6105
github.com,4797,1961
agpt.co,4508,2541
chatgpt.com,2569,1603
docs.agpt.co,1037,377
Bing,690,365
youtube.com,366,110
DuckDuckGo,236,143
futurepedia.io,206,137
link.zhihu.com,184,88
