time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-01-13 00:00:00+00:00,465,133,5731,2711
2025-01-14 00:00:00+00:00,209,111,5324,2470
2025-01-15 00:00:00+00:00,492,138,5808,2803
2025-01-16 00:00:00+00:00,499,131,5466,2583
2025-01-17 00:00:00+00:00,196,87,4495,2306
2025-01-18 00:00:00+00:00,204,104,3557,1354
2025-01-19 00:00:00+00:00,144,82,4039,1348
2025-01-20 00:00:00+00:00,176,111,4727,2267
2025-01-21 00:00:00+00:00,231,92,4919,2340
2025-01-22 00:00:00+00:00,345,114,5146,2430
2025-01-23 00:00:00+00:00,210,105,4754,2216
2025-01-24 00:00:00+00:00,601,105,4982,2443
2025-01-25 00:00:00+00:00,147,67,3456,1568
2025-01-26 00:00:00+00:00,569,82,3494,1697
