referrer,views_total,views_unique
Google,18511,11430
github.com,4978,1762
agpt.co,2072,1079
docs.agpt.co,1736,549
Bing,1019,519
chatgpt.com,571,243
youtube.com,556,219
facebook.com,458,456
futurepedia.io,373,267
aixploria.com,285,209
