referrer,views_total,views_unique
github.com,5697,3231
Google,2377,1860
chatgpt.com,383,250
aixploria.com,366,206
Bing,307,195
agpt.co,106,67
futurepedia.io,89,60
doubao.com,83,41
DuckDuckGo,74,38
fungies.io,73,35
