time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-02-24 00:00:00+00:00,1110,842,7583,2149
2024-02-25 00:00:00+00:00,1100,868,7710,2204
2024-02-26 00:00:00+00:00,1812,1360,11634,3612
2024-02-27 00:00:00+00:00,1270,962,11080,3618
2024-02-28 00:00:00+00:00,1363,1035,12855,3428
2024-02-29 00:00:00+00:00,2170,1429,10821,3230
2024-03-01 00:00:00+00:00,1538,956,9821,2933
2024-03-02 00:00:00+00:00,1021,829,6161,1940
2024-03-03 00:00:00+00:00,1052,811,7001,2019
2024-03-04 00:00:00+00:00,1801,1350,11344,3449
2024-03-05 00:00:00+00:00,1245,1002,12049,3618
2024-03-06 00:00:00+00:00,1082,881,10960,3549
2024-03-07 00:00:00+00:00,1883,1433,10595,3788
2024-03-08 00:00:00+00:00,1043,890,8038,2772
