referrer,views_total,views_unique
Google,22660,11930
github.com,7081,1862
docs.agpt.co,3383,531
Bing,1425,499
news.agpt.co,1092,470
chatgpt.com,735,161
youtube.com,552,176
DuckDuckGo,507,164
cn.bing.com,461,159
aixploria.com,428,249
