referrer,views_total,views_unique
Google,14678,7764
github.com,5994,2443
agpt.co,3276,1618
chatgpt.com,1033,492
Bing,934,428
docs.agpt.co,879,312
dofinedi.com,544,365
aixploria.com,487,322
youtube.com,449,200
DuckDuckGo,424,159
