time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-05-08 00:00:00+00:00,746,367,3586,1914
2025-05-09 00:00:00+00:00,999,327,3416,1879
2025-05-10 00:00:00+00:00,350,211,2072,1134
2025-05-11 00:00:00+00:00,266,174,2346,1141
2025-05-12 00:00:00+00:00,807,325,3453,1948
2025-05-13 00:00:00+00:00,812,324,4607,2126
2025-05-14 00:00:00+00:00,981,336,4139,2140
2025-05-15 00:00:00+00:00,706,375,4297,2054
2025-05-16 00:00:00+00:00,1416,340,3697,2198
2025-05-17 00:00:00+00:00,545,241,2360,1366
2025-05-18 00:00:00+00:00,603,234,2670,1393
2025-05-19 00:00:00+00:00,1007,408,3869,2051
2025-05-20 00:00:00+00:00,918,339,4250,2213
2025-05-21 00:00:00+00:00,458,288,3602,1925
