referrer,views_total,views_unique
Google,16804,9877
github.com,4641,2104
agpt.co,3669,1976
chatgpt.com,2049,1059
Bing,1125,533
docs.agpt.co,984,320
aixploria.com,471,317
youtube.com,429,159
link.zhihu.com,382,190
search.brave.com,306,160
