time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-12-27 00:00:00+00:00,152,104,5279,2521
2024-12-28 00:00:00+00:00,134,76,3154,1457
2024-12-29 00:00:00+00:00,108,74,3007,1366
2024-12-30 00:00:00+00:00,377,113,4642,2065
2024-12-31 00:00:00+00:00,362,80,3963,1784
2025-01-01 00:00:00+00:00,90,56,2987,1306
2025-01-02 00:00:00+00:00,487,133,5255,2477
2025-01-03 00:00:00+00:00,389,113,5163,2334
2025-01-04 00:00:00+00:00,96,75,3240,1476
2025-01-05 00:00:00+00:00,141,95,3370,1490
2025-01-06 00:00:00+00:00,658,149,5213,2407
2025-01-07 00:00:00+00:00,649,119,5196,2490
2025-01-08 00:00:00+00:00,520,116,6063,2741
2025-01-09 00:00:00+00:00,570,137,5752,2493
