referrer,views_total,views_unique
Google,18164,10074
github.com,5247,2279
agpt.co,3509,1862
chatgpt.com,2119,1072
docs.agpt.co,1150,364
Bing,1034,497
aixploria.com,597,392
youtube.com,516,167
futurepedia.io,317,223
search.brave.com,306,150
