referrer,views_total,views_unique
Google,15663,9575
github.com,5577,1847
dofinedi.com,3457,2504
agpt.co,2535,1151
Bing,1258,532
docs.agpt.co,921,286
chatgpt.com,671,364
youtube.com,599,168
cn.bing.com,330,161
futurepedia.io,323,218
