referrer,views_total,views_unique
Google,16138,9230
github.com,6291,2192
agpt.co,2683,1219
Bing,1197,511
docs.agpt.co,938,299
chatgpt.com,889,358
youtube.com,560,184
futurepedia.io,384,258
aixploria.com,371,236
DuckDuckGo,344,145
