referrer,views_total,views_unique
Google,15733,9447
github.com,6173,1998
dofinedi.com,3092,2245
agpt.co,2701,1226
Bing,1120,511
docs.agpt.co,809,281
chatgpt.com,791,382
youtube.com,610,169
cn.bing.com,365,166
futurepedia.io,324,224
