referrer,views_total,views_unique
Google,22636,12012
github.com,7808,2079
docs.agpt.co,3773,626
agpt.co,2240,858
Bing,1512,492
chatgpt.com,869,208
youtube.com,657,187
news.agpt.co,585,271
cn.bing.com,519,167
DuckDuckGo,454,177
