referrer,views_total,views_unique
Google,8677,5301
agpt.co,4548,2562
github.com,4000,1679
chatgpt.com,2509,1545
Bing,547,257
docs.agpt.co,460,185
futurepedia.io,237,155
youtube.com,176,71
link.zhihu.com,153,90
search.brave.com,151,82
