referrer,views_total,views_unique
Google,6997,4331
agpt.co,4539,2612
github.com,3888,1765
chatgpt.com,3149,2054
docs.agpt.co,640,210
Bing,447,253
futurepedia.io,213,139
search.brave.com,189,60
aixploria.com,186,121
youtube.com,165,68
