referrer,views_total,views_unique
Google,17125,9429
github.com,4882,2207
agpt.co,3644,1872
chatgpt.com,2168,1079
Bing,1097,549
docs.agpt.co,1002,322
aixploria.com,637,409
youtube.com,515,175
link.zhihu.com,380,190
futurepedia.io,299,218
