referrer,views_total,views_unique
Google,46530,17447
github.com,15024,4017
docs.agpt.co,7115,1239
Bing,3522,938
news.agpt.co,2796,1087
youtube.com,2392,652
link.zhihu.com,1101,385
DuckDuckGo,985,358
search.brave.com,680,197
medium.com,679,125
