referrer,views_total,views_unique
github.com,5940,2880
Google,5346,3430
agpt.co,3946,2363
chatgpt.com,1098,547
Bing,552,290
goodailist.com,167,113
aixploria.com,166,130
futurepedia.io,141,98
namu.wiki,131,110
search.brave.com,131,78
