referrer,views_total,views_unique
Google,10105,6311
github.com,5083,1998
agpt.co,4959,2847
chatgpt.com,2737,1668
docs.agpt.co,988,355
Bing,712,385
youtube.com,351,110
DuckDuckGo,241,148
futurepedia.io,218,146
link.zhihu.com,206,103
