referrer,views_total,views_unique
Google,22039,12146
github.com,7987,2433
docs.agpt.co,3361,655
agpt.co,2827,1132
Bing,1414,492
youtube.com,706,184
chatgpt.com,656,219
cn.bing.com,487,164
search.brave.com,406,152
futurepedia.io,388,248
