referrer,views_total,views_unique
Google,18072,11563
github.com,4602,1686
agpt.co,2058,1054
docs.agpt.co,1542,548
Bing,1085,515
youtube.com,484,210
chatgpt.com,466,200
facebook.com,455,452
futurepedia.io,350,247
search.brave.com,277,141
