referrer,views_total,views_unique
Google,4909,2925
github.com,3960,2015
agpt.co,3127,1806
chatgpt.com,964,450
Bing,567,300
medium.com,181,78
l.instagram.com,168,82
futurepedia.io,135,70
doubao.com,132,66
nocobase.com,122,79
