referrer,views_total,views_unique
github.com,5338,2581
Google,4705,3013
agpt.co,3937,2274
chatgpt.com,961,495
Bing,399,203
namu.wiki,218,183
aixploria.com,163,120
futurepedia.io,159,104
search.brave.com,101,57
DuckDuckGo,100,65
