referrer,views_total,views_unique
Google,39945,16396
github.com,13793,3571
docs.agpt.co,7036,1221
Bing,2541,826
news.agpt.co,2476,879
youtube.com,2347,591
link.zhihu.com,1112,389
DuckDuckGo,1091,299
lilianweng.github.io,747,223
aiedge.medium.com,599,93
