time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-07-22 00:00:00+00:00,1816,492,3744,1932
2025-07-23 00:00:00+00:00,1423,471,3443,1930
2025-07-24 00:00:00+00:00,6723,573,3556,2038
2025-07-25 00:00:00+00:00,2469,487,3750,1830
2025-07-26 00:00:00+00:00,538,230,8092,1269
2025-07-27 00:00:00+00:00,380,191,1934,1130
2025-07-28 00:00:00+00:00,1252,445,3330,1796
2025-07-29 00:00:00+00:00,1429,425,3920,2000
2025-07-30 00:00:00+00:00,2326,522,3965,2129
2025-07-31 00:00:00+00:00,1992,515,3716,1907
2025-08-01 00:00:00+00:00,2011,445,3424,1815
2025-08-02 00:00:00+00:00,627,216,2421,1316
2025-08-03 00:00:00+00:00,659,256,2401,1341
2025-08-04 00:00:00+00:00,2075,463,3989,2282
