time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-09-23 00:00:00+00:00,482,131,7083,2538
2024-09-24 00:00:00+00:00,641,100,8285,3294
2024-09-25 00:00:00+00:00,664,121,8781,3010
2024-09-26 00:00:00+00:00,813,159,6099,2863
2024-09-27 00:00:00+00:00,587,100,5690,2566
2024-09-28 00:00:00+00:00,176,86,3503,1586
2024-09-29 00:00:00+00:00,195,98,3799,1746
2024-09-30 00:00:00+00:00,661,146,5221,2573
2024-10-01 00:00:00+00:00,583,74,4731,2210
2024-10-02 00:00:00+00:00,424,81,4507,2118
2024-10-03 00:00:00+00:00,497,128,4258,2027
2024-10-04 00:00:00+00:00,490,85,4004,1897
2024-10-05 00:00:00+00:00,121,86,2688,1278
2024-10-06 00:00:00+00:00,109,64,2648,1385
