referrer,views_total,views_unique
Google,16024,9205
github.com,5321,2210
agpt.co,3392,1729
chatgpt.com,1797,972
docs.agpt.co,1070,320
Bing,1041,453
aixploria.com,528,408
youtube.com,424,184
futurepedia.io,400,289
search.brave.com,393,180
