time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-01-05 00:00:00+00:00,1997,401,2969,1584
2026-01-06 00:00:00+00:00,3753,386,2684,1446
2026-01-07 00:00:00+00:00,5712,363,3372,1668
2026-01-08 00:00:00+00:00,5000,429,3248,1608
2026-01-09 00:00:00+00:00,8108,457,2796,1526
2026-01-10 00:00:00+00:00,3185,168,2437,1507
2026-01-11 00:00:00+00:00,757,198,1636,942
2026-01-12 00:00:00+00:00,5573,406,2676,1556
2026-01-13 00:00:00+00:00,10382,463,3146,1621
2026-01-14 00:00:00+00:00,5982,365,3481,2056
2026-01-15 00:00:00+00:00,8085,391,3198,1735
2026-01-16 00:00:00+00:00,13890,537,3429,1666
2026-01-17 00:00:00+00:00,738,188,2059,1110
2026-01-18 00:00:00+00:00,873,184,1909,1064
