time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-05-17 00:00:00+00:00,762,607,7564,2677
2024-05-18 00:00:00+00:00,715,574,5908,1672
2024-05-19 00:00:00+00:00,729,594,5502,1672
2024-05-20 00:00:00+00:00,1464,1030,8700,2807
2024-05-21 00:00:00+00:00,901,613,8007,2945
2024-05-22 00:00:00+00:00,1173,626,8430,2895
2024-05-23 00:00:00+00:00,1295,1037,8194,2776
2024-05-24 00:00:00+00:00,1009,632,7376,2576
2024-05-25 00:00:00+00:00,873,496,4630,1579
2024-05-26 00:00:00+00:00,753,495,4795,1547
2024-05-27 00:00:00+00:00,2036,977,8629,2597
2024-05-28 00:00:00+00:00,933,545,8143,2843
2024-05-29 00:00:00+00:00,734,557,9313,3085
2024-05-30 00:00:00+00:00,1092,882,7901,2587
