referrer,views_total,views_unique
github.com,9826,5150
Google,4947,3590
agpt.co,3631,2140
chatgpt.com,991,555
Bing,511,290
aixploria.com,227,149
doubao.com,220,110
futurepedia.io,157,112
linkedin.com,145,93
medium.com,136,89
