referrer,views_total,views_unique
Google,4376,2674
github.com,4350,2165
agpt.co,2755,1604
chatgpt.com,727,407
Bing,442,226
github-cn.com,332,211
nocobase.com,192,79
medium.com,169,86
aixploria.com,124,92
futurepedia.io,118,88
