time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-04-04 00:00:00+00:00,1085,322,4321,2566
2025-04-05 00:00:00+00:00,400,210,2704,1437
2025-04-06 00:00:00+00:00,357,201,2779,1395
2025-04-07 00:00:00+00:00,1560,425,4490,2337
2025-04-08 00:00:00+00:00,790,310,4362,2334
2025-04-09 00:00:00+00:00,1156,403,4485,2391
2025-04-10 00:00:00+00:00,1433,411,4844,2420
2025-04-11 00:00:00+00:00,630,243,4365,2126
2025-04-12 00:00:00+00:00,459,260,2547,1383
2025-04-13 00:00:00+00:00,329,192,2681,1299
2025-04-14 00:00:00+00:00,697,331,8622,2309
2025-04-15 00:00:00+00:00,687,326,4606,2234
2025-04-16 00:00:00+00:00,935,340,4436,2118
2025-04-17 00:00:00+00:00,693,405,3764,2014
