referrer,views_total,views_unique
Google,22312,11922
github.com,6775,1813
docs.agpt.co,3388,532
Bing,1401,500
news.agpt.co,1142,495
chatgpt.com,705,163
youtube.com,544,172
DuckDuckGo,458,160
cn.bing.com,454,160
futurepedia.io,415,291
