referrer,views_total,views_unique
Google,7058,4382
agpt.co,4432,2583
github.com,3957,1813
chatgpt.com,3075,1995
docs.agpt.co,670,214
Bing,441,253
futurepedia.io,206,137
aixploria.com,191,125
search.brave.com,184,58
DuckDuckGo,173,91
