referrer,views_total,views_unique
Google,9550,6060
agpt.co,4851,2752
github.com,4390,1897
chatgpt.com,2727,1634
docs.agpt.co,869,330
Bing,673,405
youtube.com,316,109
DuckDuckGo,238,141
futurepedia.io,219,147
link.zhihu.com,157,95
