referrer,views_total,views_unique
Google,40121,15833
github.com,13991,3707
docs.agpt.co,6129,1125
news.agpt.co,2789,926
Bing,2737,795
youtube.com,2552,586
link.zhihu.com,1574,556
blog.naver.com,1190,132
DuckDuckGo,834,282
fastcampus.co.kr,607,256
