time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-02-25 00:00:00+00:00,5427,471,3418,1926
2026-02-26 00:00:00+00:00,8409,649,3656,1983
2026-02-27 00:00:00+00:00,11571,515,3519,1931
2026-02-28 00:00:00+00:00,2244,368,2339,1366
2026-03-01 00:00:00+00:00,4895,390,2359,1366
2026-03-02 00:00:00+00:00,10126,620,3488,1852
2026-03-03 00:00:00+00:00,4775,539,3295,1884
2026-03-04 00:00:00+00:00,8202,540,3421,1765
2026-03-05 00:00:00+00:00,8740,776,3822,2029
2026-03-06 00:00:00+00:00,8874,714,3735,1932
2026-03-07 00:00:00+00:00,4835,520,2772,1597
2026-03-08 00:00:00+00:00,8566,499,2766,1718
2026-03-09 00:00:00+00:00,15024,1258,3967,1952
2026-03-10 00:00:00+00:00,7607,1543,3349,1852
