referrer,views_total,views_unique
Google,7041,4433
agpt.co,4591,2615
github.com,4051,1772
chatgpt.com,3269,2073
docs.agpt.co,533,197
Bing,479,266
futurepedia.io,202,139
search.brave.com,191,61
aixploria.com,180,114
DuckDuckGo,166,84
