time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-11-25 00:00:00+00:00,2128,501,2480,1256
2025-11-26 00:00:00+00:00,2153,645,2505,1254
2025-11-27 00:00:00+00:00,1499,420,2534,1299
2025-11-28 00:00:00+00:00,1480,299,2138,1134
2025-11-29 00:00:00+00:00,442,188,5991,760
2025-11-30 00:00:00+00:00,203,130,1467,724
2025-12-01 00:00:00+00:00,2678,633,2632,1310
2025-12-02 00:00:00+00:00,2713,617,2867,1346
2025-12-03 00:00:00+00:00,3156,792,2858,1409
2025-12-04 00:00:00+00:00,3111,509,3182,1395
2025-12-05 00:00:00+00:00,1748,432,2275,1205
2025-12-06 00:00:00+00:00,546,167,1552,796
2025-12-07 00:00:00+00:00,639,161,1342,665
2025-12-08 00:00:00+00:00,1865,319,2298,1146
