time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-06-28 00:00:00+00:00,326,98,7432,2340
2024-06-29 00:00:00+00:00,92,65,4093,1399
2024-06-30 00:00:00+00:00,176,68,5240,1409
2024-07-01 00:00:00+00:00,575,136,7283,2538
2024-07-02 00:00:00+00:00,727,103,7099,2467
2024-07-03 00:00:00+00:00,436,68,7324,2394
2024-07-04 00:00:00+00:00,533,135,7069,2363
2024-07-05 00:00:00+00:00,436,77,6630,2135
2024-07-06 00:00:00+00:00,202,72,4474,1297
2024-07-07 00:00:00+00:00,100,59,4384,1417
2024-07-08 00:00:00+00:00,351,127,6742,2388
2024-07-09 00:00:00+00:00,573,79,7448,2615
2024-07-10 00:00:00+00:00,665,59,7796,2490
2024-07-11 00:00:00+00:00,436,130,7476,2875
