referrer,views_total,views_unique
Google,19161,12018
github.com,5109,1842
agpt.co,2086,1120
docs.agpt.co,1658,575
Bing,1138,566
youtube.com,545,229
chatgpt.com,524,226
facebook.com,455,452
futurepedia.io,386,272
search.brave.com,283,135
